invoice_id,customer_id,product_id,time_id,branch_id,payment_id,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating
439-54-7422,2,304,304,1,3,4,10.238,214.998,204.76,4.761904762,10.238,4.7
396-90-2219,2,305,305,3,2,8,5.984,125.664,119.68,4.761904762,5.984,8.6
411-77-0180,3,306,306,1,1,7,25.27,530.67,505.4,4.761904762,25.27,4.3
286-01-5402,2,307,307,1,2,7,14.0805,295.6905,281.61,4.761904762,14.0805,9.6
803-17-8013,1,308,308,1,2,8,35.516,745.836,710.32,4.761904762,35.516,4.1
512-98-1403,1,309,309,1,1,3,3.972,83.412,79.44,4.761904762,3.972,4.7
848-42-2560,2,310,310,1,2,2,8.191,172.011,163.82,4.761904762,8.191,7.8
532-59-7201,3,311,311,3,2,6,23.979,503.559,479.58,4.761904762,23.979,5.5
181-94-6432,3,312,312,2,1,2,6.933,145.593,138.66,4.761904762,6.933,9.7
870-76-1733,1,313,313,1,3,5,3.5575,74.7075,71.15,4.761904762,3.5575,4.4
423-64-4619,1,314,314,1,2,9,6.9975,146.9475,139.95,4.761904762,6.9975,5.0
227-07-4446,1,315,315,2,2,10,39.065,820.365,781.3,4.761904762,39.065,4.4
174-36-3675,3,316,316,2,2,2,9.937,208.677,198.74,4.761904762,9.937,5.2
428-83-5800,1,317,317,2,2,3,3.162,66.402,63.24,4.761904762,3.162,7.3
603-07-0961,3,318,318,2,2,5,18.6975,392.6475,373.95,4.761904762,18.6975,4.9
704-20-4138,1,319,319,2,3,7,10.3845,218.0745,207.69,4.761904762,10.3845,8.1
787-15-1757,3,320,320,2,1,4,8.814,185.094,176.28,4.761904762,8.814,8.4
649-11-3678,2,321,321,2,2,9,10.3185,216.6885,206.37,4.761904762,10.3185,5.5
622-20-1945,2,322,322,2,2,1,1.971,41.391,39.42,4.761904762,1.971,8.4
372-94-8041,4,323,323,1,1,6,4.578,96.138,91.56,4.761904762,4.578,9.8
563-91-7120,2,324,324,1,2,5,15.4425,324.2925,308.85,4.761904762,15.4425,6.7
746-54-5508,4,325,325,1,3,6,6.456,135.576,129.12,4.761904762,6.456,9.4
276-54-0879,4,326,326,3,1,4,19.548,410.508,390.96,4.761904762,19.548,6.4
815-11-1168,3,327,327,1,2,5,24.945,523.845,498.9,4.761904762,24.945,5.4
719-76-3868,3,328,328,2,2,4,18.852,395.892,377.04,4.761904762,18.852,8.6
730-61-8757,3,329,329,3,3,4,10.226,214.746,204.52,4.761904762,10.226,4.0
340-66-0321,3,330,330,1,2,4,7.272,152.712,145.44,4.761904762,7.272,7.6
868-81-1752,4,331,331,3,2,9,9.909,208.089,198.18,4.761904762,9.909,6.8
634-97-8956,4,332,332,1,3,3,4.935,103.635,98.7,4.761904762,4.935,9.1
566-71-1091,4,333,333,1,2,5,19.255,404.355,385.1,4.761904762,19.255,5.5
442-48-3607,3,334,334,1,3,2,2.348,49.308,46.96,4.761904762,2.348,7.9
835-16-0096,3,335,335,2,1,5,3.675,77.175,73.5,4.761904762,3.675,8.5
527-09-6272,1,336,336,1,3,5,7.1125,149.3625,142.25,4.761904762,7.1125,9.1
898-04-2717,4,337,337,1,1,9,34.38,721.98,687.6,4.761904762,34.38,7.5
692-27-8933,2,338,338,3,2,6,17.385,365.085,347.7,4.761904762,17.385,5.2
633-09-3463,2,339,339,2,3,3,7.1475,150.0975,142.95,4.761904762,7.1475,9.5
374-17-3652,1,340,340,3,3,9,19.269,404.649,385.38,4.761904762,19.269,8.9
378-07-7001,3,341,341,3,3,3,7.2135,151.4835,144.27,4.761904762,7.2135,7.8
433-75-6987,1,342,342,3,1,7,19.5895,411.3795,391.79,4.761904762,19.5895,8.9
873-95-4984,1,343,343,3,2,7,26.915,565.215,538.3,4.761904762,26.915,7.7
416-13-5917,2,344,344,2,1,5,24.2575,509.4075,485.15,4.761904762,24.2575,9.3
150-89-8043,4,345,345,1,2,3,6.6975,140.6475,133.95,4.761904762,6.6975,6.2
135-84-8019,2,346,346,1,1,9,35.0685,736.4385,701.37,4.761904762,35.0685,7.6
441-94-7118,3,347,347,1,2,1,3.5975,75.5475,71.95,4.761904762,3.5975,7.3
725-96-3778,1,348,348,2,2,8,35.7,749.7,714.0,4.761904762,35.7,4.7
531-80-1784,4,349,349,1,2,7,9.107,191.247,182.14,4.761904762,9.107,5.1
400-45-1220,2,350,350,3,3,10,6.75,141.75,135.0,4.761904762,6.75,4.8
860-79-0874,1,351,351,2,3,10,49.65,1042.65,993.0,4.761904762,49.65,6.6
834-61-8124,4,352,352,1,2,7,18.0915,379.9215,361.83,4.761904762,18.0915,5.5
115-99-4379,1,353,353,3,3,7,19.1555,402.2655,383.11,4.761904762,19.1555,8.5
565-67-6697,3,354,354,3,2,9,12.15,255.15,243.0,4.761904762,12.15,4.8
320-49-6392,2,355,355,2,2,1,1.512,31.752,30.24,4.761904762,1.512,8.4
889-04-9723,1,356,356,3,3,4,17.828,374.388,356.56,4.761904762,17.828,7.8
632-90-0281,2,357,357,2,3,10,18.775,394.275,375.5,4.761904762,18.775,9.3
554-42-2417,2,358,358,2,2,10,47.72,1002.12,954.4,4.761904762,47.72,5.2
453-63-6187,4,359,359,3,1,3,4.125,86.625,82.5,4.761904762,4.125,6.5
578-80-7669,4,360,360,3,2,1,3.7485,78.7185,74.97,4.761904762,3.7485,5.6
612-36-5536,3,361,361,1,3,8,32.384,680.064,647.68,4.761904762,32.384,7.4
605-72-4132,2,362,362,2,2,8,37.788,793.548,755.76,4.761904762,37.788,9.1
471-41-2823,4,363,363,2,1,2,9.979,209.559,199.58,4.761904762,9.979,8.0
462-67-9126,4,364,364,1,2,6,21.966,461.286,439.32,4.761904762,21.966,7.2
272-27-9238,2,365,365,2,2,4,8.248,173.208,164.96,4.761904762,8.248,7.1
834-25-9262,2,366,366,2,2,4,16.336,343.056,326.72,4.761904762,16.336,9.1
122-61-9553,2,367,367,2,2,9,23.094,484.974,461.88,4.761904762,23.094,5.6
468-88-0009,3,368,368,1,2,4,13.188,276.948,263.76,4.761904762,13.188,6.0
613-59-9758,2,369,369,2,2,10,7.18,150.78,143.6,4.761904762,7.18,5.4
254-31-0042,3,370,370,1,3,9,9.675,203.175,193.5,4.761904762,9.675,7.8
201-86-2184,1,371,371,3,2,7,9.191,193.011,183.82,4.761904762,9.191,9.9
261-12-8671,2,372,372,3,3,2,6.096,128.016,121.92,4.761904762,6.096,4.9
730-70-9830,2,373,373,2,1,6,21.033,441.693,420.66,4.761904762,21.033,5.2
382-25-8917,4,374,374,2,2,6,12.624,265.104,252.48,4.761904762,12.624,8.9
422-29-8786,2,375,375,1,3,5,16.7725,352.2225,335.45,4.761904762,16.7725,9.1
667-23-5919,1,376,376,1,1,5,24.175,507.675,483.5,4.761904762,24.175,7.0
843-01-4703,1,377,377,3,3,9,15.921,334.341,318.42,4.761904762,15.921,9.6
743-88-1662,4,378,378,2,1,7,33.4215,701.8515,668.43,4.761904762,33.4215,8.7
595-86-2894,3,379,379,2,1,4,19.396,407.316,387.92,4.761904762,19.396,9.4
182-69-8360,2,380,380,3,3,4,4.73,99.33,94.6,4.761904762,4.73,4.0
289-15-7034,3,381,381,1,3,4,16.466,345.786,329.32,4.761904762,16.466,7.5
462-78-5240,2,382,382,2,2,2,2.661,55.881,53.22,4.761904762,2.661,4.2
868-52-7573,2,383,383,3,2,5,24.9225,523.3725,498.45,4.761904762,24.9225,9.9
153-58-4872,1,384,384,2,1,4,14.978,314.538,299.56,4.761904762,14.978,4.2
662-72-2873,2,385,385,1,1,5,10.235,214.935,204.7,4.761904762,10.235,9.9
525-88-7307,3,386,386,3,2,1,3.791,79.611,75.82,4.761904762,3.791,5.8
689-16-9784,4,387,387,2,2,6,14.031,294.651,280.62,4.761904762,14.031,6.0
725-56-0833,2,388,388,1,3,10,16.16,339.36,323.2,4.761904762,16.16,10.0
394-41-0748,1,389,389,2,1,9,24.3315,510.9615,486.63,4.761904762,24.3315,9.5
596-42-3999,4,390,390,3,3,7,6.377,133.917,127.54,4.761904762,6.377,6.6
541-89-9860,1,391,391,2,2,3,12.072,253.512,241.44,4.761904762,12.072,8.1
173-82-9529,2,392,392,3,2,10,18.975,398.475,379.5,4.761904762,18.975,9.7
563-36-9814,3,393,393,1,1,1,3.841,80.661,76.82,4.761904762,3.841,7.2
308-47-4913,1,394,394,1,3,10,26.13,548.73,522.6,4.761904762,26.13,6.2
885-17-6250,2,395,395,1,1,1,3.987,83.727,79.74,4.761904762,3.987,7.3
726-27-2396,2,396,396,1,1,5,19.375,406.875,387.5,4.761904762,19.375,4.3
316-01-3952,2,397,397,1,1,5,13.5675,284.9175,271.35,4.761904762,13.5675,4.6
760-54-1821,4,398,398,3,2,9,6.1155,128.4255,122.31,4.761904762,6.1155,5.8
793-10-3222,1,399,399,3,3,6,12.318,258.678,246.36,4.761904762,12.318,8.3
346-12-3257,3,400,400,3,2,9,8.658,181.818,173.16,4.761904762,8.658,8.0
110-05-6330,2,401,401,2,3,6,11.829,248.409,236.58,4.761904762,11.829,9.4
651-61-0874,4,402,402,2,3,4,9.244,194.124,184.88,4.761904762,9.244,6.2
236-86-3015,3,403,403,2,1,1,0.699,14.679,13.98,4.761904762,0.699,9.8
831-64-0259,2,404,404,3,1,5,9.9375,208.6875,198.75,4.761904762,9.9375,9.6
587-03-7455,1,405,405,2,1,7,34.2265,718.7565,684.53,4.761904762,34.2265,4.9
882-40-4577,3,406,406,1,3,4,13.452,282.492,269.04,4.761904762,13.452,8.0
732-67-5346,4,407,407,1,3,5,3.4475,72.3975,68.95,4.761904762,3.4475,7.8
725-32-9708,1,408,408,3,2,4,13.742,288.582,274.84,4.761904762,13.742,4.1
256-08-8343,2,409,409,1,1,4,11.306,237.426,226.12,4.761904762,11.306,5.5
372-26-1506,2,410,410,2,1,5,5.955,125.055,119.1,4.761904762,5.955,5.4
244-08-0162,2,411,411,3,2,10,17.105,359.205,342.1,4.761904762,17.105,5.1
569-71-4390,4,412,412,3,1,2,2.187,45.927,43.74,4.761904762,2.187,6.9
132-23-6451,3,413,413,1,2,5,5.2425,110.0925,104.85,4.761904762,5.2425,7.8
696-90-2548,4,414,414,1,1,3,3.876,81.396,77.52,4.761904762,3.876,6.6
472-15-9636,4,415,415,1,1,8,20.372,427.812,407.44,4.761904762,20.372,9.2
268-03-6164,4,416,416,3,1,1,4.8055,100.9155,96.11,4.761904762,4.8055,7.8
750-57-9686,2,417,417,2,3,4,9.076,190.596,181.52,4.761904762,9.076,8.7
186-09-3669,1,418,418,2,1,1,4.0755,85.5855,81.51,4.761904762,4.0755,9.2
848-07-1692,2,419,419,3,1,2,5.722,120.162,114.44,4.761904762,5.722,8.3
745-71-3520,1,420,420,1,2,7,8.827,185.367,176.54,4.761904762,8.827,8.2
266-76-6436,1,421,421,2,1,3,5.79,121.59,115.8,4.761904762,5.79,7.5
740-22-2500,2,422,422,2,2,3,12.6075,264.7575,252.15,4.761904762,12.6075,9.8
271-88-8734,1,423,423,2,3,10,48.605,1020.705,972.1,4.761904762,48.605,8.7
301-81-8610,3,424,424,3,3,8,10.168,213.528,203.36,4.761904762,10.168,6.7
489-64-4354,4,425,425,2,2,1,0.814,17.094,16.28,4.761904762,0.814,5.0
198-84-7132,3,426,426,3,2,9,18.2745,383.7645,365.49,4.761904762,18.2745,7.0
269-10-8440,3,427,427,1,2,7,18.6095,390.7995,372.19,4.761904762,18.6095,8.9
650-98-6268,1,428,428,3,3,3,3.1305,65.7405,62.61,4.761904762,3.1305,8.0
741-73-3559,4,429,429,3,2,5,16.8175,353.1675,336.35,4.761904762,16.8175,6.9
325-77-6186,1,430,430,1,1,10,45.325,951.825,906.5,4.761904762,45.325,7.3
286-75-7818,4,431,431,3,3,2,6.908,145.068,138.16,4.761904762,6.908,6.9
574-57-9721,4,432,432,2,1,2,4.327,90.867,86.54,4.761904762,4.327,5.7
459-50-7686,2,433,433,1,1,6,7.038,147.798,140.76,4.761904762,7.038,6.4
616-87-0016,4,434,434,3,3,7,33.439,702.219,668.78,4.761904762,33.439,9.6
837-55-7229,2,435,435,3,3,1,2.372,49.812,47.44,4.761904762,2.372,6.8
751-69-0068,4,436,436,2,1,9,44.658,937.818,893.16,4.761904762,44.658,9.0
257-73-1380,3,437,437,2,1,4,16.586,348.306,331.72,4.761904762,16.586,9.6
345-08-4992,4,438,438,1,3,6,10.197,214.137,203.94,4.761904762,10.197,7.7
549-96-4200,3,439,439,2,1,4,3.408,71.568,68.16,4.761904762,3.408,7.0
810-60-6344,2,440,440,2,3,8,16.344,343.224,326.88,4.761904762,16.344,6.5
450-28-2866,3,441,441,2,2,5,4.36,91.56,87.2,4.761904762,4.36,8.1
394-30-3170,1,442,442,3,3,8,35.372,742.812,707.44,4.761904762,35.372,4.3
138-17-5109,1,443,443,1,3,9,40.1445,843.0345,802.89,4.761904762,40.1445,6.5
192-98-7397,4,444,444,2,1,1,0.639,13.419,12.78,4.761904762,0.639,9.5
301-11-9629,2,445,445,1,2,7,6.685,140.385,133.7,4.761904762,6.685,9.7
390-80-5128,1,446,446,3,3,1,0.9575,20.1075,19.15,4.761904762,0.9575,9.5
235-46-8343,3,447,447,2,3,10,13.83,290.43,276.6,4.761904762,13.83,8.9
453-12-7053,4,448,448,2,3,3,6.861,144.081,137.22,4.761904762,6.861,6.5
296-11-7041,1,449,449,3,3,1,1.3535,28.4235,27.07,4.761904762,1.3535,5.3
449-27-2918,1,450,450,3,3,1,1.956,41.076,39.12,4.761904762,1.956,9.6
891-01-7034,2,451,451,3,2,6,22.413,470.673,448.26,4.761904762,22.413,6.7
744-09-5786,4,452,452,3,2,6,6.603,138.663,132.06,4.761904762,6.603,7.6
727-17-0390,2,453,453,1,1,5,15.9025,333.9525,318.05,4.761904762,15.9025,4.8
568-88-3448,4,454,454,1,1,1,1.25,26.25,25.0,4.761904762,1.25,5.5
187-83-5490,3,455,455,1,2,4,4.154,87.234,83.08,4.761904762,4.154,4.7
767-54-1907,1,456,456,3,2,5,7.39,155.19,147.8,4.761904762,7.39,6.9
710-46-4433,1,457,457,3,3,9,34.83,731.43,696.6,4.761904762,34.83,4.5
533-33-5337,4,458,458,3,2,10,39.695,833.595,793.9,4.761904762,39.695,6.2
325-90-8763,1,459,459,2,2,10,23.285,488.985,465.7,4.761904762,23.285,7.6
729-46-7422,4,460,460,2,3,1,1.7945,37.6845,35.89,4.761904762,1.7945,7.9
639-76-1242,4,461,461,2,2,5,10.13,212.73,202.6,4.761904762,10.13,4.5
234-03-4040,1,462,462,3,3,10,36.525,767.025,730.5,4.761904762,36.525,8.7
326-71-2155,2,463,463,2,2,4,14.79,310.59,295.8,4.761904762,14.79,6.1
320-32-8842,1,464,464,2,2,1,1.131,23.751,22.62,4.761904762,1.131,6.4
470-32-9057,3,465,465,1,3,5,12.835,269.535,256.7,4.761904762,12.835,9.1
878-30-2331,1,466,466,2,3,10,27.275,572.775,545.5,4.761904762,27.275,7.1
440-59-5691,1,467,467,2,3,7,13.0025,273.0525,260.05,4.761904762,13.0025,7.7
554-53-3790,4,468,468,3,2,6,11.106,233.226,222.12,4.761904762,11.106,4.5
746-19-0921,4,469,469,2,1,1,1.079,22.659,21.58,4.761904762,1.079,7.2
233-34-0817,1,470,470,2,2,1,4.942,103.782,98.84,4.761904762,4.942,8.4
767-05-1286,1,471,471,2,1,6,25.131,527.751,502.62,4.761904762,25.131,5.4
340-21-9136,1,472,472,1,2,4,8.01,168.21,160.2,4.761904762,8.01,9.7
405-31-3305,3,473,473,1,3,10,21.565,452.865,431.3,4.761904762,21.565,5.5
731-59-7531,3,474,474,3,2,8,29.028,609.588,580.56,4.761904762,29.028,4.6
676-39-6028,1,475,475,1,2,5,16.11,338.31,322.2,4.761904762,16.11,6.6
502-05-1910,4,476,476,1,3,3,9.777,205.317,195.54,4.761904762,9.777,6.3
485-30-8700,2,477,477,1,3,5,8.315,174.615,166.3,4.761904762,8.315,4.2
598-47-9715,4,478,478,2,1,4,16.814,353.094,336.28,4.761904762,16.814,4.4
701-69-8742,4,479,479,3,1,10,17.185,360.885,343.7,4.761904762,17.185,6.7
575-67-1508,4,480,480,1,1,1,1.93,40.53,38.6,4.761904762,1.93,6.7
541-08-3113,4,481,481,2,2,8,26.388,554.148,527.76,4.761904762,26.388,8.4
246-11-3901,2,482,482,2,2,10,16.4,344.4,328.0,4.761904762,16.4,6.2
674-15-9296,4,483,483,1,1,5,9.285,194.985,185.7,4.761904762,9.285,5.0
305-18-3552,3,484,484,3,2,10,30.19,633.99,603.8,4.761904762,30.19,6.0
493-65-6248,1,485,485,2,3,10,18.49,388.29,369.8,4.761904762,18.49,7.0
438-01-4015,1,486,486,3,1,4,9.898,207.858,197.96,4.761904762,9.898,6.6
709-58-4068,2,487,487,3,2,10,20.545,431.445,410.9,4.761904762,20.545,7.3
795-49-7276,4,488,488,1,1,4,7.43,156.03,148.6,4.761904762,7.43,8.3
556-72-8512,4,489,489,2,2,1,1.148,24.108,22.96,4.761904762,1.148,4.3
627-95-3243,1,490,490,3,1,9,34.956,734.076,699.12,4.761904762,34.956,9.8
686-41-0932,2,491,491,3,1,2,3.47,72.87,69.4,4.761904762,3.47,8.2
510-09-5628,1,492,492,1,3,10,9.83,206.43,196.6,4.761904762,9.83,7.2
608-04-3797,1,493,493,3,1,8,10.128,212.688,202.56,4.761904762,10.128,8.7
148-82-2527,1,494,494,2,3,10,6.06,127.26,121.2,4.761904762,6.06,8.4
437-53-3084,4,495,495,3,1,2,9.989,209.769,199.78,4.761904762,9.989,7.1
632-32-4574,4,496,496,3,2,8,30.368,637.728,607.36,4.761904762,30.368,5.5
556-97-7101,2,497,497,2,2,2,6.322,132.762,126.44,4.761904762,6.322,8.5
862-59-8517,2,498,498,2,2,6,27.072,568.512,541.44,4.761904762,27.072,6.2
401-18-8016,1,499,499,3,2,1,4.9065,103.0365,98.13,4.761904762,4.9065,8.9
420-18-8989,1,500,500,1,2,8,20.608,432.768,412.16,4.761904762,20.608,9.6
277-63-2961,3,501,501,3,3,1,3.6985,77.6685,73.97,4.761904762,3.6985,5.4
573-98-8548,1,502,502,2,1,1,1.595,33.495,31.9,4.761904762,1.595,9.1
620-02-2046,4,503,503,2,1,2,6.94,145.74,138.8,4.761904762,6.94,9.0
282-35-2475,2,504,504,3,2,2,9.331,195.951,186.62,4.761904762,9.331,6.3
511-54-3087,4,505,505,3,3,1,4.4225,92.8725,88.45,4.761904762,4.4225,9.5
726-29-6793,3,506,506,1,1,8,9.672,203.112,193.44,4.761904762,9.672,9.8
387-49-4215,1,507,507,3,2,3,7.275,152.775,145.5,4.761904762,7.275,6.7
862-17-9201,2,508,508,3,3,6,25.215,529.515,504.3,4.761904762,25.215,7.7
291-21-5991,3,509,509,3,2,5,15.3225,321.7725,306.45,4.761904762,15.3225,7.0
602-80-9671,1,510,510,2,3,6,4.785,100.485,95.7,4.761904762,4.785,5.1
347-72-6115,1,511,511,3,3,7,31.759,666.939,635.18,4.761904762,31.759,6.2
209-61-0206,2,512,512,1,1,5,10.7275,225.2775,214.55,4.761904762,10.7275,6.1
595-27-4851,2,513,513,1,1,7,18.998,398.958,379.96,4.761904762,18.998,9.3
189-52-0236,4,514,514,1,2,7,34.8425,731.6925,696.85,4.761904762,34.8425,7.6
503-07-0930,3,515,515,2,3,7,20.4365,429.1665,408.73,4.761904762,20.4365,8.2
413-20-6708,1,516,516,2,1,1,2.5735,54.0435,51.47,4.761904762,2.5735,8.5
425-85-2085,3,517,517,3,1,5,13.715,288.015,274.3,4.761904762,13.715,9.8
521-18-7827,3,518,518,2,3,5,9.8475,206.7975,196.95,4.761904762,9.8475,8.7
220-28-1851,4,519,519,1,1,2,3.473,72.933,69.46,4.761904762,3.473,9.7
600-38-9738,3,520,520,2,3,5,17.98,377.58,359.6,4.761904762,17.98,4.3
734-91-1155,2,521,521,3,3,3,6.8565,143.9865,137.13,4.761904762,6.8565,7.7
451-28-5717,1,522,522,2,2,6,24.951,523.971,499.02,4.761904762,24.951,7.3
609-81-8548,1,523,523,1,3,6,11.232,235.872,224.64,4.761904762,11.232,5.9
133-14-7229,4,524,524,2,2,2,6.287,132.027,125.74,4.761904762,6.287,5.0
534-01-4457,4,525,525,1,3,6,24.513,514.773,490.26,4.761904762,24.513,8.0
719-89-8991,1,526,526,1,1,5,22.8525,479.9025,457.05,4.761904762,22.8525,7.1
286-62-6248,4,527,527,3,3,4,7.842,164.682,156.84,4.761904762,7.842,9.0
339-38-9982,3,528,528,3,1,2,5.986,125.706,119.72,4.761904762,5.986,6.7
827-44-5872,1,529,58,3,3,10,27.18,570.78,543.6,4.761904762,27.18,6.1
827-77-7633,4,530,529,1,2,9,44.1405,926.9505,882.81,4.761904762,44.1405,9.3
287-83-1405,4,531,530,1,1,6,7.629,160.209,152.58,4.761904762,7.629,7.0
435-13-4908,3,532,531,1,3,8,34.672,728.112,693.44,4.761904762,34.672,7.2
857-67-9057,4,533,532,3,1,10,11.475,240.975,229.5,4.761904762,11.475,8.2
236-27-1144,2,534,533,2,1,9,7.3395,154.1295,146.79,4.761904762,7.3395,8.4
892-05-6689,2,535,534,1,1,5,7.08,148.68,141.6,4.761904762,7.08,6.2
583-41-4548,4,536,535,2,1,7,5.8345,122.5245,116.69,4.761904762,5.8345,7.4
339-12-4827,1,537,536,3,3,1,3.698,77.658,73.96,4.761904762,3.698,5.0
643-38-7867,4,538,537,1,1,1,4.897,102.837,97.94,4.761904762,4.897,6.9
308-81-0538,2,539,538,1,3,4,14.61,306.81,292.2,4.761904762,14.61,4.9
358-88-9262,1,540,539,2,1,6,26.244,551.124,524.88,4.761904762,26.244,5.1
460-35-4390,4,541,540,1,1,3,4.602,96.642,92.04,4.761904762,4.602,9.1
343-87-0864,3,542,541,2,3,1,3.794,79.674,75.88,4.761904762,3.794,7.1
173-50-1108,1,543,542,3,3,4,4.036,84.756,80.72,4.761904762,4.036,5.0
243-47-2663,3,544,543,2,3,6,5.631,118.251,112.62,4.761904762,5.631,5.5
841-18-8232,2,545,544,3,3,1,3.56,74.76,71.2,4.761904762,3.56,9.2
701-23-5550,3,546,545,3,1,4,7.762,163.002,155.24,4.761904762,7.762,4.9
647-50-1224,2,547,546,1,1,10,14.71,308.91,294.2,4.761904762,14.71,8.9
541-48-8554,4,548,547,1,3,9,27.4275,575.9775,548.55,4.761904762,27.4275,6.0
539-21-7227,2,549,548,3,2,5,12.885,270.585,257.7,4.761904762,12.885,4.2
213-32-1216,2,550,549,1,2,6,19.818,416.178,396.36,4.761904762,19.818,7.3
747-58-7183,4,551,550,3,1,3,8.5905,180.4005,171.81,4.761904762,8.5905,6.5
582-52-8065,2,552,551,3,2,9,24.4395,513.2295,488.79,4.761904762,24.4395,8.9
210-57-1719,2,553,552,3,2,9,26.208,550.368,524.16,4.761904762,26.208,9.7
399-69-4630,4,554,553,2,3,6,6.663,139.923,133.26,4.761904762,6.663,8.6
134-75-2619,3,555,554,1,2,7,6.762,142.002,135.24,4.761904762,6.762,6.9
356-44-8813,4,556,555,3,3,3,5.622,118.062,112.44,4.761904762,5.622,7.7
198-66-9832,1,557,556,3,2,2,7.204,151.284,144.08,4.761904762,7.204,9.5
283-26-5248,1,558,557,2,1,10,49.26,1034.46,985.2,4.761904762,49.26,4.5
712-39-0363,3,559,558,1,1,6,12.498,262.458,249.96,4.761904762,12.498,5.6
218-59-9410,1,560,559,1,1,3,10.863,228.123,217.26,4.761904762,10.863,8.2
174-75-0888,4,561,560,3,2,9,9.711,203.931,194.22,4.761904762,9.711,7.3
866-99-7614,4,562,561,2,3,10,44.6,936.6,892.0,4.761904762,44.6,4.4
134-54-4720,2,563,562,3,1,8,16.968,356.328,339.36,4.761904762,16.968,5.7
760-90-2357,3,564,563,1,1,6,22.353,469.413,447.06,4.761904762,22.353,5.0
514-37-2845,4,565,564,3,2,2,9.925,208.425,198.5,4.761904762,9.925,9.0
698-98-5964,2,566,565,1,3,10,40.605,852.705,812.1,4.761904762,40.605,6.3
718-57-9773,2,567,566,2,3,10,24.665,517.965,493.3,4.761904762,24.665,9.4
651-88-7328,2,568,567,1,2,9,29.583,621.243,591.66,4.761904762,29.583,7.7
241-11-2261,2,569,568,3,3,7,27.951,586.971,559.02,4.761904762,27.951,5.5
408-26-9866,2,570,569,2,1,7,25.893,543.753,517.86,4.761904762,25.893,4.1
834-83-1826,1,571,538,3,3,5,20.51,430.71,410.2,4.761904762,20.51,7.6
343-61-3544,3,572,570,3,2,10,13.335,280.035,266.7,4.761904762,13.335,8.6
239-48-4278,3,573,571,1,1,7,3.5455,74.4555,70.91,4.761904762,3.5455,8.3
355-34-6244,4,574,572,3,3,2,7.239,152.019,144.78,4.761904762,7.239,8.1
550-84-8664,4,575,573,1,3,5,21.4775,451.0275,429.55,4.761904762,21.4775,8.6
339-96-8318,3,576,574,3,1,7,28.4585,597.6285,569.17,4.761904762,28.4585,6.3
458-61-0011,4,577,575,3,2,4,12.06,253.26,241.2,4.761904762,12.06,5.8
592-34-6155,4,578,576,2,1,4,6.354,133.434,127.08,4.761904762,6.354,6.2
797-88-0493,2,579,577,1,2,4,12.854,269.934,257.08,4.761904762,12.854,7.7
207-73-1363,4,580,578,3,1,2,6.951,145.971,139.02,4.761904762,6.951,8.1
390-31-6381,4,581,579,2,2,3,4.083,85.743,81.66,4.761904762,4.083,7.3
443-82-0585,1,582,580,1,2,4,15.536,326.256,310.72,4.761904762,15.536,8.4
339-18-7061,1,583,581,2,3,2,9.298,195.258,185.96,4.761904762,9.298,8.0
359-90-3665,1,584,582,3,3,4,3.616,75.936,72.32,4.761904762,3.616,9.5
375-72-3056,4,585,583,3,1,3,9.459,198.639,189.18,4.761904762,9.459,7.0
127-47-6963,4,586,584,1,3,4,10.342,217.182,206.84,4.761904762,10.342,9.8
278-86-2735,2,587,585,1,2,3,7.851,164.871,157.02,4.761904762,7.851,9.2
695-28-6250,2,588,586,1,1,5,10.765,226.065,215.3,4.761904762,10.765,7.7
379-17-6588,4,589,587,2,2,10,29.805,625.905,596.1,4.761904762,29.805,5.3
227-50-3718,4,590,588,1,2,5,3.655,76.755,73.1,4.761904762,3.655,4.4
302-15-2162,3,591,589,2,3,6,13.959,293.139,279.18,4.761904762,13.959,4.3
788-07-8452,1,592,590,2,1,7,8.484,178.164,169.68,4.761904762,8.484,9.4
560-49-6611,1,593,591,1,2,1,2.279,47.859,45.58,4.761904762,2.279,9.8
880-35-0356,1,594,592,1,1,3,11.28,236.88,225.6,4.761904762,11.28,4.8
585-11-6748,3,595,593,3,2,3,14.52,304.92,290.4,4.761904762,14.52,5.3
470-31-3286,4,596,594,3,3,3,2.223,46.683,44.46,4.761904762,2.223,8.7
152-68-2907,4,597,595,1,3,3,7.83,164.43,156.6,4.761904762,7.83,9.5
123-35-4896,2,598,596,2,1,9,20.997,440.937,419.94,4.761904762,20.997,5.3
258-69-7810,2,599,597,2,2,5,9.2125,193.4625,184.25,4.761904762,9.2125,9.2
334-64-2006,1,600,598,1,1,2,7.032,147.672,140.64,4.761904762,7.032,9.6
219-61-4139,4,601,599,2,1,1,4.154,87.234,83.08,4.761904762,4.154,6.4
881-41-7302,2,602,600,2,3,1,3.2495,68.2395,64.99,4.761904762,3.2495,4.5
373-09-4567,4,603,601,2,1,10,38.78,814.38,775.6,4.761904762,38.78,6.9
642-30-6693,2,604,602,3,1,6,16.353,343.413,327.06,4.761904762,16.353,7.8
484-22-8230,1,605,603,2,2,7,18.1615,381.3915,363.23,4.761904762,18.1615,4.5
830-58-2383,4,606,604,3,2,4,6.35,133.35,127.0,4.761904762,6.35,8.6
559-98-9873,1,607,605,1,1,7,18.7775,394.3275,375.55,4.761904762,18.7775,5.2
544-32-5024,1,608,606,2,3,4,9.958,209.118,199.16,4.761904762,9.958,6.4
