invoice_id,customer_type,gender,product_line,unit_price,date,time,year,month,quarter,branch,city,payment_method,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating
894-41-5205,Normal,Female,Food and beverages,43.18,2019-01-19,19:39:00,2019,1,1,Giza,Naypyitaw,Credit card,8,17.27,362.71,345.44,4.76,17.27,8.3
275-28-0149,Normal,Male,Sports and travel,63.69,2019-02-25,16:21:00,2019,2,1,Alex,Yangon,Cash,1,3.18,66.87,63.69,4.76,3.18,6.0
101-17-6199,Normal,Male,Food and beverages,45.79,2019-03-13,19:44:00,2019,3,1,Alex,Yangon,Credit card,7,16.03,336.56,320.53,4.76,16.03,7.0
423-80-0988,Normal,Male,Sports and travel,76.4,2019-01-30,19:42:00,2019,1,1,Giza,Naypyitaw,Ewallet,2,7.64,160.44,152.8,4.76,7.64,6.5
548-46-9322,Normal,Male,Food and beverages,39.9,2019-02-20,15:24:00,2019,2,1,Cairo,Mandalay,Credit card,10,19.95,418.95,399.0,4.76,19.95,5.9
505-02-0892,Member,Male,Health and beauty,42.57,2019-02-25,14:12:00,2019,2,1,Cairo,Mandalay,Ewallet,8,17.03,357.59,340.56,4.76,17.03,5.6
234-65-2137,Normal,Male,Home and lifestyle,95.58,2019-01-16,13:32:00,2019,1,1,Giza,Naypyitaw,Cash,10,47.79,1003.59,955.8,4.76,47.79,4.8
687-47-8271,Normal,Male,Fashion accessories,98.98,2019-02-08,16:20:00,2019,2,1,Alex,Yangon,Credit card,10,49.49,1039.29,989.8,4.76,49.49,8.7
796-32-9050,Normal,Male,Food and beverages,51.28,2019-01-19,16:31:00,2019,1,1,Alex,Yangon,Cash,6,15.38,323.06,307.68,4.76,15.38,6.5
105-31-1824,Member,Male,Sports and travel,69.52,2019-02-01,15:10:00,2019,2,1,Alex,Yangon,Credit card,7,24.33,510.97,486.64,4.76,24.33,8.5
249-42-3782,Normal,Male,Health and beauty,70.01,2019-01-03,11:36:00,2019,1,1,Alex,Yangon,Ewallet,5,17.5,367.55,350.05,4.76,17.5,5.5
316-55-4634,Member,Male,Food and beverages,80.05,2019-01-26,12:45:00,2019,1,1,Cairo,Mandalay,Credit card,5,20.01,420.26,400.25,4.76,20.01,9.4
733-33-4967,Normal,Male,Electronic accessories,20.85,2019-03-03,19:17:00,2019,3,1,Giza,Naypyitaw,Cash,8,8.34,175.14,166.8,4.76,8.34,6.3
608-27-6295,Member,Male,Electronic accessories,52.89,2019-01-19,17:34:00,2019,1,1,Cairo,Mandalay,Credit card,6,15.87,333.21,317.34,4.76,15.87,9.8
414-12-7047,Normal,Male,Food and beverages,19.79,2019-01-18,12:04:00,2019,1,1,Cairo,Mandalay,Ewallet,8,7.92,166.24,158.32,4.76,7.92,8.7
827-26-2100,Member,Male,Home and lifestyle,33.84,2019-03-21,16:21:00,2019,3,1,Alex,Yangon,Ewallet,9,15.23,319.79,304.56,4.76,15.23,8.8
175-54-2529,Member,Male,Food and beverages,22.17,2019-03-03,17:01:00,2019,3,1,Alex,Yangon,Credit card,8,8.87,186.23,177.36,4.76,8.87,9.6
139-52-2867,Normal,Female,Fashion accessories,22.51,2019-02-13,10:50:00,2019,2,1,Giza,Naypyitaw,Credit card,7,7.88,165.45,157.57,4.76,7.88,4.8
407-63-8975,Normal,Male,Food and beverages,73.88,2019-03-23,19:16:00,2019,3,1,Alex,Yangon,Ewallet,6,22.16,465.44,443.28,4.76,22.16,4.4
342-65-4817,Member,Male,Health and beauty,86.8,2019-01-28,16:47:00,2019,1,1,Giza,Naypyitaw,Ewallet,3,13.02,273.42,260.4,4.76,13.02,9.9
130-98-8941,Normal,Male,Fashion accessories,64.26,2019-02-09,10:00:00,2019,2,1,Giza,Naypyitaw,Cash,7,22.49,472.31,449.82,4.76,22.49,5.7
434-83-9547,Member,Male,Food and beverages,38.47,2019-01-23,11:51:00,2019,1,1,Giza,Naypyitaw,Cash,8,15.39,323.15,307.76,4.76,15.39,7.7
851-28-6367,Member,Male,Sports and travel,15.5,2019-03-23,10:55:00,2019,3,1,Alex,Yangon,Ewallet,10,7.75,162.75,155.0,4.76,7.75,8.0
824-88-3614,Normal,Male,Health and beauty,34.31,2019-01-25,15:00:00,2019,1,1,Giza,Naypyitaw,Ewallet,8,13.72,288.2,274.48,4.76,13.72,5.7
586-25-0848,Normal,Female,Sports and travel,12.34,2019-03-04,11:19:00,2019,3,1,Alex,Yangon,Credit card,7,4.32,90.7,86.38,4.76,4.32,6.7
895-66-0685,Member,Male,Food and beverages,18.08,2019-03-05,19:46:00,2019,3,1,Cairo,Mandalay,Ewallet,3,2.71,56.95,54.24,4.76,2.71,8.0
305-14-0245,Member,Female,Home and lifestyle,94.49,2019-03-03,19:00:00,2019,3,1,Cairo,Mandalay,Ewallet,8,37.8,793.72,755.92,4.76,37.8,7.5
732-04-5373,Member,Male,Home and lifestyle,46.47,2019-02-08,10:53:00,2019,2,1,Cairo,Mandalay,Cash,4,9.29,195.17,185.88,4.76,9.29,7.0
400-60-7251,Normal,Male,Home and lifestyle,74.07,2019-02-10,12:50:00,2019,2,1,Alex,Yangon,Ewallet,1,3.7,77.77,74.07,4.76,3.7,9.9
593-65-1552,Normal,Female,Home and lifestyle,69.81,2019-01-28,20:50:00,2019,1,1,Giza,Naypyitaw,Credit card,4,13.96,293.2,279.24,4.76,13.96,5.9
284-34-9626,Normal,Female,Home and lifestyle,77.04,2019-02-11,10:39:00,2019,2,1,Cairo,Mandalay,Credit card,3,11.56,242.68,231.12,4.76,11.56,7.2
437-58-8131,Normal,Female,Fashion accessories,73.52,2019-01-15,13:41:00,2019,1,1,Cairo,Mandalay,Ewallet,2,7.35,154.39,147.04,4.76,7.35,4.6
286-43-6208,Normal,Female,Food and beverages,87.8,2019-03-16,19:08:00,2019,3,1,Giza,Naypyitaw,Cash,9,39.51,829.71,790.2,4.76,39.51,9.2
641-43-2399,Normal,Male,Home and lifestyle,25.55,2019-01-26,20:23:00,2019,1,1,Cairo,Mandalay,Ewallet,4,5.11,107.31,102.2,4.76,5.11,5.7
831-07-6050,Normal,Male,Electronic accessories,32.71,2019-03-19,11:30:00,2019,3,1,Alex,Yangon,Credit card,5,8.18,171.73,163.55,4.76,8.18,9.9
556-86-3144,Member,Female,Fashion accessories,74.29,2019-01-13,19:30:00,2019,1,1,Giza,Naypyitaw,Cash,1,3.71,78.0,74.29,4.76,3.71,5.0
848-24-9445,Member,Male,Health and beauty,43.7,2019-03-26,18:03:00,2019,3,1,Giza,Naypyitaw,Cash,2,4.37,91.77,87.4,4.76,4.37,4.9
856-22-8149,Normal,Female,Home and lifestyle,25.29,2019-03-23,10:13:00,2019,3,1,Alex,Yangon,Ewallet,1,1.26,26.55,25.29,4.76,1.26,6.1
699-01-4164,Normal,Male,Health and beauty,41.5,2019-03-12,19:58:00,2019,3,1,Giza,Naypyitaw,Credit card,4,8.3,174.3,166.0,4.76,8.3,8.2
420-11-4919,Member,Female,Food and beverages,71.39,2019-02-17,19:57:00,2019,2,1,Giza,Naypyitaw,Credit card,5,17.85,374.8,356.95,4.76,17.85,5.5
606-80-4905,Member,Female,Sports and travel,19.15,2019-01-29,10:01:00,2019,1,1,Giza,Naypyitaw,Credit card,6,5.75,120.65,114.9,4.76,5.75,6.8
542-41-0513,Member,Female,Electronic accessories,57.49,2019-03-15,11:57:00,2019,3,1,Cairo,Mandalay,Cash,4,11.5,241.46,229.96,4.76,11.5,6.6
426-39-2418,Normal,Male,Electronic accessories,61.41,2019-01-14,10:02:00,2019,1,1,Giza,Naypyitaw,Cash,7,21.49,451.36,429.87,4.76,21.49,9.8
875-46-5808,Member,Male,Health and beauty,25.9,2019-02-06,14:51:00,2019,2,1,Cairo,Mandalay,Ewallet,10,12.95,271.95,259.0,4.76,12.95,8.7
394-43-4238,Member,Male,Home and lifestyle,17.77,2019-02-15,12:42:00,2019,2,1,Cairo,Mandalay,Credit card,5,4.44,93.29,88.85,4.76,4.44,5.4
749-24-1565,Normal,Female,Health and beauty,23.03,2019-01-03,12:02:00,2019,1,1,Alex,Yangon,Ewallet,9,10.36,217.63,207.27,4.76,10.36,7.9
672-51-8681,Member,Female,Electronic accessories,66.65,2019-01-04,18:19:00,2019,1,1,Giza,Naypyitaw,Credit card,9,29.99,629.84,599.85,4.76,29.99,9.7
263-87-5680,Member,Female,Home and lifestyle,28.53,2019-03-18,17:38:00,2019,3,1,Giza,Naypyitaw,Ewallet,10,14.27,299.57,285.3,4.76,14.27,7.8
573-58-9734,Normal,Female,Fashion accessories,30.37,2019-03-28,13:41:00,2019,3,1,Cairo,Mandalay,Ewallet,3,4.56,95.67,91.11,4.76,4.56,5.1
817-69-8206,Normal,Female,Electronic accessories,99.73,2019-03-02,19:42:00,2019,3,1,Cairo,Mandalay,Credit card,9,44.88,942.45,897.57,4.76,44.88,6.5
888-02-0338,Normal,Male,Electronic accessories,26.23,2019-01-25,20:24:00,2019,1,1,Alex,Yangon,Ewallet,9,11.8,247.87,236.07,4.76,11.8,5.9
677-11-0152,Normal,Female,Food and beverages,93.26,2019-01-16,18:08:00,2019,1,1,Giza,Naypyitaw,Cash,9,41.97,881.31,839.34,4.76,41.97,8.8
142-63-6033,Normal,Male,Home and lifestyle,92.36,2019-03-20,19:17:00,2019,3,1,Cairo,Mandalay,Ewallet,5,23.09,484.89,461.8,4.76,23.09,4.9
656-16-1063,Normal,Male,Sports and travel,46.42,2019-01-04,13:24:00,2019,1,1,Cairo,Mandalay,Credit card,3,6.96,146.22,139.26,4.76,6.96,4.4
891-58-8335,Member,Female,Sports and travel,29.61,2019-03-11,15:53:00,2019,3,1,Cairo,Mandalay,Cash,7,10.36,217.63,207.27,4.76,10.36,6.5
802-43-8934,Normal,Male,Home and lifestyle,18.28,2019-03-22,15:05:00,2019,3,1,Alex,Yangon,Credit card,1,0.91,19.19,18.28,4.76,0.91,8.3
560-30-5617,Normal,Female,Sports and travel,24.77,2019-03-24,18:27:00,2019,3,1,Cairo,Mandalay,Cash,5,6.19,130.04,123.85,4.76,6.19,8.5
319-74-2561,Member,Female,Electronic accessories,94.64,2019-02-21,16:55:00,2019,2,1,Alex,Yangon,Cash,3,14.2,298.12,283.92,4.76,14.2,5.5
549-03-9315,Normal,Male,Fashion accessories,94.87,2019-02-12,12:58:00,2019,2,1,Cairo,Mandalay,Ewallet,8,37.95,796.91,758.96,4.76,37.95,8.7
790-29-1172,Normal,Female,Food and beverages,57.34,2019-03-10,18:59:00,2019,3,1,Cairo,Mandalay,Credit card,3,8.6,180.62,172.02,4.76,8.6,7.9
239-36-3640,Normal,Male,Electronic accessories,45.35,2019-01-31,13:44:00,2019,1,1,Cairo,Mandalay,Ewallet,6,13.61,285.71,272.1,4.76,13.61,6.1
468-01-2051,Normal,Male,Food and beverages,62.08,2019-03-06,13:46:00,2019,3,1,Cairo,Mandalay,Ewallet,7,21.73,456.29,434.56,4.76,21.73,5.4
389-25-3394,Normal,Male,Electronic accessories,11.81,2019-02-17,18:06:00,2019,2,1,Giza,Naypyitaw,Cash,5,2.95,62.0,59.05,4.76,2.95,9.4
279-62-1445,Member,Female,Fashion accessories,12.54,2019-02-21,12:38:00,2019,2,1,Giza,Naypyitaw,Cash,1,0.63,13.17,12.54,4.76,0.63,8.2
213-72-6612,Normal,Male,Food and beverages,43.25,2019-03-20,15:56:00,2019,3,1,Alex,Yangon,Cash,2,4.33,90.83,86.5,4.76,4.33,6.2
746-68-6593,Member,Female,Sports and travel,87.16,2019-01-11,14:29:00,2019,1,1,Giza,Naypyitaw,Credit card,2,8.72,183.04,174.32,4.76,8.72,9.7
836-82-5858,Member,Male,Health and beauty,69.37,2019-01-26,19:14:00,2019,1,1,Cairo,Mandalay,Ewallet,9,31.22,655.55,624.33,4.76,31.22,4.0
583-72-1480,Member,Male,Electronic accessories,37.06,2019-01-31,16:24:00,2019,1,1,Giza,Naypyitaw,Ewallet,4,7.41,155.65,148.24,4.76,7.41,9.7
466-61-5506,Member,Female,Electronic accessories,90.7,2019-02-26,10:52:00,2019,2,1,Cairo,Mandalay,Cash,6,27.21,571.41,544.2,4.76,27.21,5.3
721-86-6247,Normal,Female,Home and lifestyle,63.42,2019-03-11,12:55:00,2019,3,1,Alex,Yangon,Ewallet,8,25.37,532.73,507.36,4.76,25.37,7.4
289-65-5721,Normal,Female,Fashion accessories,81.37,2019-01-26,19:28:00,2019,1,1,Cairo,Mandalay,Cash,2,8.14,170.88,162.74,4.76,8.14,6.5
545-46-3100,Member,Female,Electronic accessories,10.59,2019-03-12,13:52:00,2019,3,1,Cairo,Mandalay,Credit card,3,1.59,33.36,31.77,4.76,1.59,8.7
418-02-5978,Normal,Female,Health and beauty,84.09,2019-02-11,10:54:00,2019,2,1,Cairo,Mandalay,Cash,9,37.84,794.65,756.81,4.76,37.84,8.0
269-04-5750,Member,Male,Fashion accessories,73.82,2019-02-21,18:31:00,2019,2,1,Cairo,Mandalay,Cash,4,14.76,310.04,295.28,4.76,14.76,6.7
157-13-5295,Member,Male,Health and beauty,51.94,2019-03-09,18:24:00,2019,3,1,Alex,Yangon,Ewallet,10,25.97,545.37,519.4,4.76,25.97,6.5
645-78-8093,Normal,Female,Sports and travel,93.14,2019-01-20,18:09:00,2019,1,1,Alex,Yangon,Ewallet,2,9.31,195.59,186.28,4.76,9.31,4.1
211-30-9270,Normal,Male,Health and beauty,17.41,2019-01-28,15:16:00,2019,1,1,Giza,Naypyitaw,Credit card,5,4.35,91.4,87.05,4.76,4.35,4.9
755-12-3214,Member,Female,Fashion accessories,44.22,2019-03-05,17:07:00,2019,3,1,Giza,Naypyitaw,Credit card,5,11.06,232.16,221.1,4.76,11.06,8.6
346-84-3103,Member,Female,Electronic accessories,13.22,2019-03-02,19:26:00,2019,3,1,Cairo,Mandalay,Cash,5,3.31,69.41,66.1,4.76,3.31,4.3
478-06-7835,Normal,Male,Fashion accessories,89.69,2019-01-11,11:20:00,2019,1,1,Alex,Yangon,Ewallet,1,4.48,94.17,89.69,4.76,4.48,4.9
540-11-4336,Normal,Male,Food and beverages,24.94,2019-01-11,16:49:00,2019,1,1,Alex,Yangon,Credit card,9,11.22,235.68,224.46,4.76,11.22,5.6
448-81-5016,Normal,Male,Health and beauty,59.77,2019-03-11,12:01:00,2019,3,1,Alex,Yangon,Credit card,2,5.98,125.52,119.54,4.76,5.98,5.8
142-72-4741,Member,Male,Fashion accessories,93.2,2019-02-28,18:37:00,2019,2,1,Giza,Naypyitaw,Credit card,2,9.32,195.72,186.4,4.76,9.32,6.0
217-58-1179,Member,Male,Home and lifestyle,62.65,2019-01-05,11:25:00,2019,1,1,Alex,Yangon,Cash,4,12.53,263.13,250.6,4.76,12.53,4.2
376-02-8238,Normal,Male,Home and lifestyle,93.87,2019-02-02,18:42:00,2019,2,1,Cairo,Mandalay,Credit card,8,37.55,788.51,750.96,4.76,37.55,8.3
530-90-9855,Member,Male,Home and lifestyle,47.59,2019-01-01,14:47:00,2019,1,1,Alex,Yangon,Cash,8,19.04,399.76,380.72,4.76,19.04,5.7
866-05-7563,Member,Female,Electronic accessories,81.4,2019-02-09,19:43:00,2019,2,1,Cairo,Mandalay,Cash,3,12.21,256.41,244.2,4.76,12.21,4.8
604-70-6476,Member,Male,Fashion accessories,17.94,2019-01-23,14:04:00,2019,1,1,Alex,Yangon,Ewallet,5,4.49,94.19,89.7,4.76,4.49,6.8
799-71-1548,Member,Male,Electronic accessories,77.72,2019-01-07,16:11:00,2019,1,1,Alex,Yangon,Credit card,4,15.54,326.42,310.88,4.76,15.54,8.8
785-13-7708,Normal,Male,Food and beverages,73.06,2019-01-14,19:06:00,2019,1,1,Cairo,Mandalay,Credit card,7,25.57,536.99,511.42,4.76,25.57,4.2
845-51-0542,Member,Male,Food and beverages,46.55,2019-02-02,15:34:00,2019,2,1,Cairo,Mandalay,Ewallet,9,20.95,439.9,418.95,4.76,20.95,6.4
662-47-5456,Member,Male,Fashion accessories,35.19,2019-03-17,19:06:00,2019,3,1,Giza,Naypyitaw,Credit card,10,17.6,369.5,351.9,4.76,17.6,8.4
883-17-4236,Normal,Female,Sports and travel,14.39,2019-03-02,19:44:00,2019,3,1,Giza,Naypyitaw,Credit card,2,1.44,30.22,28.78,4.76,1.44,7.2
290-68-2984,Normal,Male,Home and lifestyle,23.75,2019-03-16,11:22:00,2019,3,1,Alex,Yangon,Cash,4,4.75,99.75,95.0,4.76,4.75,5.2
704-11-6354,Member,Male,Home and lifestyle,58.9,2019-01-06,11:23:00,2019,1,1,Alex,Yangon,Cash,8,23.56,494.76,471.2,4.76,23.56,8.9
110-48-7033,Member,Male,Fashion accessories,32.62,2019-01-29,14:12:00,2019,1,1,Cairo,Mandalay,Cash,4,6.52,137.0,130.48,4.76,6.52,9.0
366-93-0948,Member,Male,Electronic accessories,66.35,2019-01-31,10:46:00,2019,1,1,Alex,Yangon,Credit card,1,3.32,69.67,66.35,4.76,3.32,9.7
729-09-9681,Member,Male,Home and lifestyle,25.91,2019-02-05,10:16:00,2019,2,1,Alex,Yangon,Ewallet,6,7.77,163.23,155.46,4.76,7.77,8.7
151-16-1484,Member,Male,Electronic accessories,32.25,2019-02-13,12:38:00,2019,2,1,Alex,Yangon,Ewallet,4,6.45,135.45,129.0,4.76,6.45,6.5
380-94-4661,Member,Male,Electronic accessories,65.94,2019-02-07,13:05:00,2019,2,1,Giza,Naypyitaw,Credit card,4,13.19,276.95,263.76,4.76,13.19,6.9
850-41-9669,Normal,Female,Electronic accessories,75.06,2019-03-19,13:25:00,2019,3,1,Alex,Yangon,Ewallet,9,33.78,709.32,675.54,4.76,33.78,6.2
821-07-3596,Normal,Female,Fashion accessories,16.45,2019-03-07,14:53:00,2019,3,1,Giza,Naypyitaw,Ewallet,4,3.29,69.09,65.8,4.76,3.29,5.6
655-85-5130,Member,Female,Fashion accessories,38.3,2019-03-13,19:22:00,2019,3,1,Cairo,Mandalay,Cash,4,7.66,160.86,153.2,4.76,7.66,5.7
447-15-7839,Member,Female,Sports and travel,22.24,2019-02-09,11:00:00,2019,2,1,Alex,Yangon,Cash,10,11.12,233.52,222.4,4.76,11.12,4.2
154-74-7179,Normal,Male,Sports and travel,54.45,2019-02-26,19:24:00,2019,2,1,Cairo,Mandalay,Ewallet,1,2.72,57.17,54.45,4.76,2.72,7.9
253-12-6086,Member,Female,Sports and travel,98.4,2019-03-12,12:43:00,2019,3,1,Alex,Yangon,Credit card,7,34.44,723.24,688.8,4.76,34.44,8.7
808-65-0703,Normal,Male,Home and lifestyle,35.47,2019-03-14,17:22:00,2019,3,1,Giza,Naypyitaw,Credit card,4,7.09,148.97,141.88,4.76,7.09,6.9
571-94-0759,Member,Female,Food and beverages,74.6,2019-01-08,20:55:00,2019,1,1,Cairo,Mandalay,Cash,10,37.3,783.3,746.0,4.76,37.3,9.5
144-51-6085,Member,Male,Home and lifestyle,70.74,2019-01-05,16:05:00,2019,1,1,Alex,Yangon,Credit card,4,14.15,297.11,282.96,4.76,14.15,4.4
731-14-2199,Member,Female,Home and lifestyle,35.54,2019-01-04,13:34:00,2019,1,1,Alex,Yangon,Ewallet,10,17.77,373.17,355.4,4.76,17.77,7.0
783-09-1637,Normal,Female,Sports and travel,67.43,2019-03-06,18:13:00,2019,3,1,Cairo,Mandalay,Ewallet,5,16.86,354.01,337.15,4.76,16.86,6.3
687-15-1097,Member,Female,Health and beauty,21.12,2019-01-03,19:17:00,2019,1,1,Giza,Naypyitaw,Cash,2,2.11,44.35,42.24,4.76,2.11,9.7
126-54-1082,Member,Female,Home and lifestyle,21.54,2019-01-07,11:44:00,2019,1,1,Alex,Yangon,Credit card,9,9.69,203.55,193.86,4.76,9.69,8.8
633-91-1052,Normal,Female,Home and lifestyle,12.03,2019-01-27,15:51:00,2019,1,1,Alex,Yangon,Cash,2,1.2,25.26,24.06,4.76,1.2,5.1
477-24-6490,Normal,Female,Health and beauty,99.71,2019-02-26,16:52:00,2019,2,1,Cairo,Mandalay,Ewallet,6,29.91,628.17,598.26,4.76,29.91,7.9
566-19-5475,Normal,Male,Fashion accessories,47.97,2019-01-07,20:52:00,2019,1,1,Cairo,Mandalay,Cash,7,16.79,352.58,335.79,4.76,16.79,6.2
526-86-8552,Member,Female,Home and lifestyle,21.82,2019-01-07,17:36:00,2019,1,1,Giza,Naypyitaw,Cash,10,10.91,229.11,218.2,4.76,10.91,7.1
376-56-3573,Normal,Female,Fashion accessories,95.42,2019-02-02,13:23:00,2019,2,1,Giza,Naypyitaw,Ewallet,4,19.08,400.76,381.68,4.76,19.08,6.4
537-72-0426,Member,Male,Fashion accessories,70.99,2019-03-20,16:28:00,2019,3,1,Giza,Naypyitaw,Cash,10,35.5,745.4,709.9,4.76,35.5,5.7
828-61-5674,Member,Male,Sports and travel,44.02,2019-03-20,19:57:00,2019,3,1,Alex,Yangon,Credit card,10,22.01,462.21,440.2,4.76,22.01,9.6
136-08-6195,Normal,Female,Home and lifestyle,69.96,2019-02-15,17:01:00,2019,2,1,Alex,Yangon,Credit card,8,27.98,587.66,559.68,4.76,27.98,6.4
523-38-0215,Normal,Male,Home and lifestyle,37.0,2019-03-06,13:29:00,2019,3,1,Giza,Naypyitaw,Credit card,1,1.85,38.85,37.0,4.76,1.85,7.9
490-29-1201,Normal,Female,Sports and travel,15.34,2019-01-06,11:09:00,2019,1,1,Alex,Yangon,Cash,1,0.77,16.11,15.34,4.76,0.77,6.5
667-92-0055,Member,Male,Health and beauty,99.83,2019-03-04,15:02:00,2019,3,1,Alex,Yangon,Ewallet,6,29.95,628.93,598.98,4.76,29.95,8.5
565-17-3836,Member,Female,Health and beauty,47.67,2019-03-12,14:21:00,2019,3,1,Alex,Yangon,Cash,4,9.53,200.21,190.68,4.76,9.53,9.1
498-41-1961,Normal,Male,Health and beauty,66.68,2019-02-20,18:01:00,2019,2,1,Cairo,Mandalay,Cash,5,16.67,350.07,333.4,4.76,16.67,7.6
593-95-4461,Member,Male,Home and lifestyle,74.86,2019-03-24,14:49:00,2019,3,1,Giza,Naypyitaw,Cash,1,3.74,78.6,74.86,4.76,3.74,6.9
226-71-3580,Normal,Female,Sports and travel,23.75,2019-01-31,12:02:00,2019,1,1,Giza,Naypyitaw,Cash,9,10.69,224.44,213.75,4.76,10.69,9.5
283-79-9594,Normal,Female,Food and beverages,48.51,2019-01-25,13:30:00,2019,1,1,Cairo,Mandalay,Credit card,7,16.98,356.55,339.57,4.76,16.98,5.2
430-60-3493,Member,Female,Home and lifestyle,94.88,2019-02-03,14:38:00,2019,2,1,Alex,Yangon,Cash,7,33.21,697.37,664.16,4.76,33.21,4.2
139-20-0155,Member,Male,Electronic accessories,40.3,2019-01-24,17:37:00,2019,1,1,Cairo,Mandalay,Credit card,10,20.15,423.15,403.0,4.76,20.15,7.0
558-80-4082,Normal,Male,Electronic accessories,27.85,2019-03-14,17:20:00,2019,3,1,Giza,Naypyitaw,Ewallet,7,9.75,204.7,194.95,4.76,9.75,6.0
278-97-7759,Member,Female,Electronic accessories,62.48,2019-02-18,20:29:00,2019,2,1,Alex,Yangon,Cash,1,3.12,65.6,62.48,4.76,3.12,4.7
316-68-6352,Member,Female,Food and beverages,36.36,2019-01-21,10:00:00,2019,1,1,Alex,Yangon,Cash,2,3.64,76.36,72.72,4.76,3.64,7.1
585-03-5943,Normal,Male,Health and beauty,18.11,2019-03-13,11:46:00,2019,3,1,Cairo,Mandalay,Ewallet,10,9.06,190.16,181.1,4.76,9.06,5.9
211-05-0490,Member,Female,Electronic accessories,51.92,2019-03-03,13:42:00,2019,3,1,Giza,Naypyitaw,Cash,5,12.98,272.58,259.6,4.76,12.98,7.5
727-75-6477,Normal,Male,Electronic accessories,28.84,2019-03-29,14:44:00,2019,3,1,Giza,Naypyitaw,Cash,4,5.77,121.13,115.36,4.76,5.77,6.4
744-02-5987,Member,Male,Home and lifestyle,78.38,2019-01-10,14:16:00,2019,1,1,Alex,Yangon,Ewallet,6,23.51,493.79,470.28,4.76,23.51,5.8
307-83-9164,Member,Male,Home and lifestyle,60.01,2019-01-25,15:54:00,2019,1,1,Alex,Yangon,Cash,4,12.0,252.04,240.04,4.76,12.0,4.5
779-06-0012,Member,Female,Home and lifestyle,88.61,2019-01-19,10:21:00,2019,1,1,Giza,Naypyitaw,Cash,1,4.43,93.04,88.61,4.76,4.43,7.7
446-47-6729,Normal,Male,Fashion accessories,99.82,2019-01-02,18:09:00,2019,1,1,Giza,Naypyitaw,Credit card,2,9.98,209.62,199.64,4.76,9.98,6.7
573-10-3877,Member,Male,Health and beauty,39.01,2019-03-12,16:46:00,2019,3,1,Cairo,Mandalay,Credit card,1,1.95,40.96,39.01,4.76,1.95,4.7
735-06-4124,Normal,Male,Food and beverages,48.61,2019-02-25,15:31:00,2019,2,1,Giza,Naypyitaw,Cash,1,2.43,51.04,48.61,4.76,2.43,4.4
439-54-7422,Normal,Female,Electronic accessories,51.19,2019-03-18,17:15:00,2019,3,1,Alex,Yangon,Credit card,4,10.24,215.0,204.76,4.76,10.24,4.7
396-90-2219,Normal,Female,Electronic accessories,14.96,2019-02-23,12:29:00,2019,2,1,Cairo,Mandalay,Cash,8,5.98,125.66,119.68,4.76,5.98,8.6
411-77-0180,Member,Male,Electronic accessories,72.2,2019-03-26,20:14:00,2019,3,1,Alex,Yangon,Ewallet,7,25.27,530.67,505.4,4.76,25.27,4.3
286-01-5402,Normal,Female,Sports and travel,40.23,2019-03-30,13:22:00,2019,3,1,Alex,Yangon,Cash,7,14.08,295.69,281.61,4.76,14.08,9.6
803-17-8013,Member,Female,Home and lifestyle,88.79,2019-02-17,17:09:00,2019,2,1,Alex,Yangon,Cash,8,35.52,745.84,710.32,4.76,35.52,4.1
512-98-1403,Member,Female,Electronic accessories,26.48,2019-03-21,10:40:00,2019,3,1,Alex,Yangon,Ewallet,3,3.97,83.41,79.44,4.76,3.97,4.7
848-42-2560,Normal,Female,Fashion accessories,81.91,2019-03-05,17:43:00,2019,3,1,Alex,Yangon,Cash,2,8.19,172.01,163.82,4.76,8.19,7.8
532-59-7201,Member,Male,Sports and travel,79.93,2019-01-31,14:04:00,2019,1,1,Cairo,Mandalay,Cash,6,23.98,503.56,479.58,4.76,23.98,5.5
181-94-6432,Member,Male,Fashion accessories,69.33,2019-02-05,19:05:00,2019,2,1,Giza,Naypyitaw,Ewallet,2,6.93,145.59,138.66,4.76,6.93,9.7
870-76-1733,Member,Female,Food and beverages,14.23,2019-02-01,10:08:00,2019,2,1,Alex,Yangon,Credit card,5,3.56,74.71,71.15,4.76,3.56,4.4
423-64-4619,Member,Female,Health and beauty,15.55,2019-03-07,13:12:00,2019,3,1,Alex,Yangon,Cash,9,7.0,146.95,139.95,4.76,7.0,5.0
227-07-4446,Member,Female,Electronic accessories,78.13,2019-02-10,20:51:00,2019,2,1,Giza,Naypyitaw,Cash,10,39.07,820.37,781.3,4.76,39.07,4.4
174-36-3675,Member,Male,Food and beverages,99.37,2019-02-14,17:29:00,2019,2,1,Giza,Naypyitaw,Cash,2,9.94,208.68,198.74,4.76,9.94,5.2
428-83-5800,Member,Female,Food and beverages,21.08,2019-02-09,10:25:00,2019,2,1,Giza,Naypyitaw,Cash,3,3.16,66.4,63.24,4.76,3.16,7.3
603-07-0961,Member,Male,Electronic accessories,74.79,2019-01-10,11:34:00,2019,1,1,Giza,Naypyitaw,Cash,5,18.7,392.65,373.95,4.76,18.7,4.9
704-20-4138,Member,Female,Health and beauty,29.67,2019-03-11,18:58:00,2019,3,1,Giza,Naypyitaw,Credit card,7,10.38,218.07,207.69,4.76,10.38,8.1
787-15-1757,Member,Male,Health and beauty,44.07,2019-02-18,16:28:00,2019,2,1,Giza,Naypyitaw,Ewallet,4,8.81,185.09,176.28,4.76,8.81,8.4
