sales_id,invoice_id,customer_id,product_id,time_id,branch_id,payment_id,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating,created_at,updated_at
180,342-65-4817,3,180,180,2,1,3,13.02,273.42,260.4,4.76,13.02,9.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
181,130-98-8941,4,181,181,2,2,7,22.49,472.31,449.82,4.76,22.49,5.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
182,434-83-9547,3,182,182,2,2,8,15.39,323.15,307.76,4.76,15.39,7.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
183,851-28-6367,3,183,183,1,1,10,7.75,162.75,155.0,4.76,7.75,8.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
184,824-88-3614,4,184,184,2,1,8,13.72,288.2,274.48,4.76,13.72,5.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
185,586-25-0848,2,185,185,1,3,7,4.32,90.7,86.38,4.76,4.32,6.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
186,895-66-0685,3,186,186,3,1,3,2.71,56.95,54.24,4.76,2.71,8.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
187,305-14-0245,1,187,187,3,1,8,37.8,793.72,755.92,4.76,37.8,7.5,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
188,732-04-5373,3,188,188,3,2,4,9.29,195.17,185.88,4.76,9.29,7.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
189,400-60-7251,4,189,189,1,1,1,3.7,77.77,74.07,4.76,3.7,9.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
190,593-65-1552,2,190,190,2,3,4,13.96,293.2,279.24,4.76,13.96,5.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
191,284-34-9626,2,191,191,3,3,3,11.56,242.68,231.12,4.76,11.56,7.2,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
192,437-58-8131,2,192,192,3,1,2,7.35,154.39,147.04,4.76,7.35,4.6,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
193,286-43-6208,2,193,193,2,2,9,39.51,829.71,790.2,4.76,39.51,9.2,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
194,641-43-2399,4,194,194,3,1,4,5.11,107.31,102.2,4.76,5.11,5.7,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
195,831-07-6050,4,195,195,1,3,5,8.18,171.73,163.55,4.76,8.18,9.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
196,556-86-3144,1,196,196,2,2,1,3.71,78.0,74.29,4.76,3.71,5.0,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
197,848-24-9445,3,197,197,2,2,2,4.37,91.77,87.4,4.76,4.37,4.9,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
198,856-22-8149,2,198,198,1,1,1,1.26,26.55,25.29,4.76,1.26,6.1,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
199,699-01-4164,4,199,199,2,3,4,8.3,174.3,166.0,4.76,8.3,8.2,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
200,420-11-4919,1,200,200,2,3,5,17.85,374.8,356.95,4.76,17.85,5.5,2025-12-23 21:27:20.643835,2025-12-23 21:27:20.643835
201,606-80-4905,1,201,201,2,3,6,5.75,120.65,114.9,4.76,5.75,6.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
202,542-41-0513,1,202,202,3,2,4,11.5,241.46,229.96,4.76,11.5,6.6,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
203,426-39-2418,4,203,203,2,2,7,21.49,451.36,429.87,4.76,21.49,9.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
204,875-46-5808,3,204,204,3,1,10,12.95,271.95,259.0,4.76,12.95,8.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
205,394-43-4238,3,205,205,3,3,5,4.44,93.29,88.85,4.76,4.44,5.4,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
206,749-24-1565,2,206,206,1,1,9,10.36,217.63,207.27,4.76,10.36,7.9,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
207,672-51-8681,1,207,207,2,3,9,29.99,629.84,599.85,4.76,29.99,9.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
208,263-87-5680,1,208,208,2,1,10,14.27,299.57,285.3,4.76,14.27,7.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
209,573-58-9734,2,209,209,3,1,3,4.56,95.67,91.11,4.76,4.56,5.1,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
210,817-69-8206,2,210,210,3,3,9,44.88,942.45,897.57,4.76,44.88,6.5,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
211,888-02-0338,4,211,211,1,1,9,11.8,247.87,236.07,4.76,11.8,5.9,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
212,677-11-0152,2,212,212,2,2,9,41.97,881.31,839.34,4.76,41.97,8.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
213,142-63-6033,4,213,213,3,1,5,23.09,484.89,461.8,4.76,23.09,4.9,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
214,656-16-1063,4,214,214,3,3,3,6.96,146.22,139.26,4.76,6.96,4.4,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
215,891-58-8335,1,215,215,3,2,7,10.36,217.63,207.27,4.76,10.36,6.5,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
216,802-43-8934,4,216,216,1,3,1,0.91,19.19,18.28,4.76,0.91,8.3,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
217,560-30-5617,2,217,217,3,2,5,6.19,130.04,123.85,4.76,6.19,8.5,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
218,319-74-2561,1,218,218,1,2,3,14.2,298.12,283.92,4.76,14.2,5.5,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
219,549-03-9315,4,219,219,3,1,8,37.95,796.91,758.96,4.76,37.95,8.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
220,790-29-1172,2,220,220,3,3,3,8.6,180.62,172.02,4.76,8.6,7.9,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
221,239-36-3640,4,221,221,3,1,6,13.61,285.71,272.1,4.76,13.61,6.1,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
222,468-01-2051,4,222,222,3,1,7,21.73,456.29,434.56,4.76,21.73,5.4,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
223,389-25-3394,4,223,223,2,2,5,2.95,62.0,59.05,4.76,2.95,9.4,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
224,279-62-1445,1,224,224,2,2,1,0.63,13.17,12.54,4.76,0.63,8.2,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
225,213-72-6612,4,225,225,1,2,2,4.33,90.83,86.5,4.76,4.33,6.2,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
226,746-68-6593,1,226,226,2,3,2,8.72,183.04,174.32,4.76,8.72,9.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
227,836-82-5858,3,227,227,3,1,9,31.22,655.55,624.33,4.76,31.22,4.0,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
228,583-72-1480,3,228,228,2,1,4,7.41,155.65,148.24,4.76,7.41,9.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
229,466-61-5506,1,229,229,3,2,6,27.21,571.41,544.2,4.76,27.21,5.3,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
230,721-86-6247,2,230,230,1,1,8,25.37,532.73,507.36,4.76,25.37,7.4,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
231,289-65-5721,2,231,231,3,2,2,8.14,170.88,162.74,4.76,8.14,6.5,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
232,545-46-3100,1,232,232,3,3,3,1.59,33.36,31.77,4.76,1.59,8.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
233,418-02-5978,2,233,233,3,2,9,37.84,794.65,756.81,4.76,37.84,8.0,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
234,269-04-5750,3,234,234,3,2,4,14.76,310.04,295.28,4.76,14.76,6.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
235,157-13-5295,3,235,235,1,1,10,25.97,545.37,519.4,4.76,25.97,6.5,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
236,645-78-8093,2,236,236,1,1,2,9.31,195.59,186.28,4.76,9.31,4.1,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
237,211-30-9270,4,237,237,2,3,5,4.35,91.4,87.05,4.76,4.35,4.9,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
238,755-12-3214,1,238,238,2,3,5,11.06,232.16,221.1,4.76,11.06,8.6,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
239,346-84-3103,1,239,239,3,2,5,3.31,69.41,66.1,4.76,3.31,4.3,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
240,478-06-7835,4,240,240,1,1,1,4.48,94.17,89.69,4.76,4.48,4.9,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
241,540-11-4336,4,241,241,1,3,9,11.22,235.68,224.46,4.76,11.22,5.6,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
242,448-81-5016,4,242,242,1,3,2,5.98,125.52,119.54,4.76,5.98,5.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
243,142-72-4741,3,243,243,2,3,2,9.32,195.72,186.4,4.76,9.32,6.0,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
244,217-58-1179,3,244,244,1,2,4,12.53,263.13,250.6,4.76,12.53,4.2,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
245,376-02-8238,4,245,245,3,3,8,37.55,788.51,750.96,4.76,37.55,8.3,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
246,530-90-9855,3,246,246,1,2,8,19.04,399.76,380.72,4.76,19.04,5.7,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
247,866-05-7563,1,247,247,3,2,3,12.21,256.41,244.2,4.76,12.21,4.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
248,604-70-6476,3,248,248,1,1,5,4.49,94.19,89.7,4.76,4.49,6.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
249,799-71-1548,3,249,249,1,3,4,15.54,326.42,310.88,4.76,15.54,8.8,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
250,785-13-7708,4,250,250,3,3,7,25.57,536.99,511.42,4.76,25.57,4.2,2025-12-23 21:27:20.659868,2025-12-23 21:27:20.659868
251,845-51-0542,3,251,251,3,1,9,20.95,439.9,418.95,4.76,20.95,6.4,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
252,662-47-5456,3,252,252,2,3,10,17.6,369.5,351.9,4.76,17.6,8.4,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
253,883-17-4236,2,253,253,2,3,2,1.44,30.22,28.78,4.76,1.44,7.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
254,290-68-2984,4,254,254,1,2,4,4.75,99.75,95.0,4.76,4.75,5.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
255,704-11-6354,3,255,255,1,2,8,23.56,494.76,471.2,4.76,23.56,8.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
256,110-48-7033,3,256,256,3,2,4,6.52,137.0,130.48,4.76,6.52,9.0,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
257,366-93-0948,3,257,257,1,3,1,3.32,69.67,66.35,4.76,3.32,9.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
258,729-09-9681,3,258,258,1,1,6,7.77,163.23,155.46,4.76,7.77,8.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
259,151-16-1484,3,259,259,1,1,4,6.45,135.45,129.0,4.76,6.45,6.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
260,380-94-4661,3,260,260,2,3,4,13.19,276.95,263.76,4.76,13.19,6.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
261,850-41-9669,2,261,261,1,1,9,33.78,709.32,675.54,4.76,33.78,6.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
262,821-07-3596,2,262,262,2,1,4,3.29,69.09,65.8,4.76,3.29,5.6,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
263,655-85-5130,1,263,263,3,2,4,7.66,160.86,153.2,4.76,7.66,5.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
264,447-15-7839,1,264,264,1,2,10,11.12,233.52,222.4,4.76,11.12,4.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
265,154-74-7179,4,265,265,3,1,1,2.72,57.17,54.45,4.76,2.72,7.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
266,253-12-6086,1,266,266,1,3,7,34.44,723.24,688.8,4.76,34.44,8.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
267,808-65-0703,4,267,267,2,3,4,7.09,148.97,141.88,4.76,7.09,6.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
268,571-94-0759,1,268,268,3,2,10,37.3,783.3,746.0,4.76,37.3,9.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
269,144-51-6085,3,269,269,1,3,4,14.15,297.11,282.96,4.76,14.15,4.4,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
270,731-14-2199,1,270,270,1,1,10,17.77,373.17,355.4,4.76,17.77,7.0,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
271,783-09-1637,2,271,271,3,1,5,16.86,354.01,337.15,4.76,16.86,6.3,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
272,687-15-1097,1,272,272,2,2,2,2.11,44.35,42.24,4.76,2.11,9.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
273,126-54-1082,1,273,273,1,3,9,9.69,203.55,193.86,4.76,9.69,8.8,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
274,633-91-1052,2,274,274,1,2,2,1.2,25.26,24.06,4.76,1.2,5.1,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
275,477-24-6490,2,275,275,3,1,6,29.91,628.17,598.26,4.76,29.91,7.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
276,566-19-5475,4,276,276,3,2,7,16.79,352.58,335.79,4.76,16.79,6.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
277,526-86-8552,1,277,277,2,2,10,10.91,229.11,218.2,4.76,10.91,7.1,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
278,376-56-3573,2,278,278,2,1,4,19.08,400.76,381.68,4.76,19.08,6.4,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
279,537-72-0426,3,279,279,2,2,10,35.5,745.4,709.9,4.76,35.5,5.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
280,828-61-5674,3,280,280,1,3,10,22.01,462.21,440.2,4.76,22.01,9.6,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
281,136-08-6195,2,281,281,1,3,8,27.98,587.66,559.68,4.76,27.98,6.4,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
282,523-38-0215,4,282,282,2,3,1,1.85,38.85,37.0,4.76,1.85,7.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
283,490-29-1201,2,283,283,1,2,1,0.77,16.11,15.34,4.76,0.77,6.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
284,667-92-0055,3,284,284,1,1,6,29.95,628.93,598.98,4.76,29.95,8.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
285,565-17-3836,1,285,285,1,2,4,9.53,200.21,190.68,4.76,9.53,9.1,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
286,498-41-1961,4,286,286,3,2,5,16.67,350.07,333.4,4.76,16.67,7.6,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
287,593-95-4461,3,287,287,2,2,1,3.74,78.6,74.86,4.76,3.74,6.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
288,226-71-3580,2,288,288,2,2,9,10.69,224.44,213.75,4.76,10.69,9.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
289,283-79-9594,2,289,289,3,3,7,16.98,356.55,339.57,4.76,16.98,5.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
290,430-60-3493,1,290,290,1,2,7,33.21,697.37,664.16,4.76,33.21,4.2,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
291,139-20-0155,3,291,291,3,3,10,20.15,423.15,403.0,4.76,20.15,7.0,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
292,558-80-4082,4,292,292,2,1,7,9.75,204.7,194.95,4.76,9.75,6.0,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
293,278-97-7759,1,293,293,1,2,1,3.12,65.6,62.48,4.76,3.12,4.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
294,316-68-6352,1,294,294,1,2,2,3.64,76.36,72.72,4.76,3.64,7.1,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
295,585-03-5943,4,295,295,3,1,10,9.06,190.16,181.1,4.76,9.06,5.9,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
296,211-05-0490,1,296,296,2,2,5,12.98,272.58,259.6,4.76,12.98,7.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
297,727-75-6477,4,297,297,2,2,4,5.77,121.13,115.36,4.76,5.77,6.4,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
298,744-02-5987,3,298,298,1,1,6,23.51,493.79,470.28,4.76,23.51,5.8,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
299,307-83-9164,3,299,299,1,2,4,12.0,252.04,240.04,4.76,12.0,4.5,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
300,779-06-0012,1,300,300,2,2,1,4.43,93.04,88.61,4.76,4.43,7.7,2025-12-23 21:27:20.675541,2025-12-23 21:27:20.675541
301,446-47-6729,4,301,301,2,3,2,9.98,209.62,199.64,4.76,9.98,6.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
302,573-10-3877,3,302,302,3,3,1,1.95,40.96,39.01,4.76,1.95,4.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
303,735-06-4124,4,303,303,2,2,1,2.43,51.04,48.61,4.76,2.43,4.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
304,439-54-7422,2,304,304,1,3,4,10.24,215.0,204.76,4.76,10.24,4.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
305,396-90-2219,2,305,305,3,2,8,5.98,125.66,119.68,4.76,5.98,8.6,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
306,411-77-0180,3,306,306,1,1,7,25.27,530.67,505.4,4.76,25.27,4.3,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
307,286-01-5402,2,307,307,1,2,7,14.08,295.69,281.61,4.76,14.08,9.6,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
308,803-17-8013,1,308,308,1,2,8,35.52,745.84,710.32,4.76,35.52,4.1,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
309,512-98-1403,1,309,309,1,1,3,3.97,83.41,79.44,4.76,3.97,4.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
310,848-42-2560,2,310,310,1,2,2,8.19,172.01,163.82,4.76,8.19,7.8,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
311,532-59-7201,3,311,311,3,2,6,23.98,503.56,479.58,4.76,23.98,5.5,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
312,181-94-6432,3,312,312,2,1,2,6.93,145.59,138.66,4.76,6.93,9.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
313,870-76-1733,1,313,313,1,3,5,3.56,74.71,71.15,4.76,3.56,4.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
314,423-64-4619,1,314,314,1,2,9,7.0,146.95,139.95,4.76,7.0,5.0,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
315,227-07-4446,1,315,315,2,2,10,39.07,820.37,781.3,4.76,39.07,4.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
316,174-36-3675,3,316,316,2,2,2,9.94,208.68,198.74,4.76,9.94,5.2,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
317,428-83-5800,1,317,317,2,2,3,3.16,66.4,63.24,4.76,3.16,7.3,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
318,603-07-0961,3,318,318,2,2,5,18.7,392.65,373.95,4.76,18.7,4.9,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
319,704-20-4138,1,319,319,2,3,7,10.38,218.07,207.69,4.76,10.38,8.1,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
320,787-15-1757,3,320,320,2,1,4,8.81,185.09,176.28,4.76,8.81,8.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
321,649-11-3678,2,321,321,2,2,9,10.32,216.69,206.37,4.76,10.32,5.5,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
322,622-20-1945,2,322,322,2,2,1,1.97,41.39,39.42,4.76,1.97,8.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
323,372-94-8041,4,323,323,1,1,6,4.58,96.14,91.56,4.76,4.58,9.8,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
324,563-91-7120,2,324,324,1,2,5,15.44,324.29,308.85,4.76,15.44,6.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
325,746-54-5508,4,325,325,1,3,6,6.46,135.58,129.12,4.76,6.46,9.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
326,276-54-0879,4,326,326,3,1,4,19.55,410.51,390.96,4.76,19.55,6.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
327,815-11-1168,3,327,327,1,2,5,24.95,523.85,498.9,4.76,24.95,5.4,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
328,719-76-3868,3,328,328,2,2,4,18.85,395.89,377.04,4.76,18.85,8.6,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
329,730-61-8757,3,329,329,3,3,4,10.23,214.75,204.52,4.76,10.23,4.0,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
330,340-66-0321,3,330,330,1,2,4,7.27,152.71,145.44,4.76,7.27,7.6,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
331,868-81-1752,4,331,331,3,2,9,9.91,208.09,198.18,4.76,9.91,6.8,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
332,634-97-8956,4,332,332,1,3,3,4.94,103.64,98.7,4.76,4.94,9.1,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
333,566-71-1091,4,333,333,1,2,5,19.26,404.36,385.1,4.76,19.26,5.5,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
334,442-48-3607,3,334,334,1,3,2,2.35,49.31,46.96,4.76,2.35,7.9,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
335,835-16-0096,3,335,335,2,1,5,3.68,77.18,73.5,4.76,3.68,8.5,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
336,527-09-6272,1,336,336,1,3,5,7.11,149.36,142.25,4.76,7.11,9.1,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
337,898-04-2717,4,337,337,1,1,9,34.38,721.98,687.6,4.76,34.38,7.5,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
338,692-27-8933,2,338,338,3,2,6,17.39,365.09,347.7,4.76,17.39,5.2,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
339,633-09-3463,2,339,339,2,3,3,7.15,150.1,142.95,4.76,7.15,9.5,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
340,374-17-3652,1,340,340,3,3,9,19.27,404.65,385.38,4.76,19.27,8.9,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
341,378-07-7001,3,341,341,3,3,3,7.21,151.48,144.27,4.76,7.21,7.8,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
342,433-75-6987,1,342,342,3,1,7,19.59,411.38,391.79,4.76,19.59,8.9,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
343,873-95-4984,1,343,343,3,2,7,26.92,565.22,538.3,4.76,26.92,7.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
344,416-13-5917,2,344,344,2,1,5,24.26,509.41,485.15,4.76,24.26,9.3,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
345,150-89-8043,4,345,345,1,2,3,6.7,140.65,133.95,4.76,6.7,6.2,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
346,135-84-8019,2,346,346,1,1,9,35.07,736.44,701.37,4.76,35.07,7.6,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
347,441-94-7118,3,347,347,1,2,1,3.6,75.55,71.95,4.76,3.6,7.3,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
348,725-96-3778,1,348,348,2,2,8,35.7,749.7,714.0,4.76,35.7,4.7,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
349,531-80-1784,4,349,349,1,2,7,9.11,191.25,182.14,4.76,9.11,5.1,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
350,400-45-1220,2,350,350,3,3,10,6.75,141.75,135.0,4.76,6.75,4.8,2025-12-23 21:27:20.690661,2025-12-23 21:27:20.690661
351,860-79-0874,1,351,351,2,3,10,49.65,1042.65,993.0,4.76,49.65,6.6,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
352,834-61-8124,4,352,352,1,2,7,18.09,379.92,361.83,4.76,18.09,5.5,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
353,115-99-4379,1,353,353,3,3,7,19.16,402.27,383.11,4.76,19.16,8.5,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
354,565-67-6697,3,354,354,3,2,9,12.15,255.15,243.0,4.76,12.15,4.8,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
355,320-49-6392,2,355,355,2,2,1,1.51,31.75,30.24,4.76,1.51,8.4,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
356,889-04-9723,1,356,356,3,3,4,17.83,374.39,356.56,4.76,17.83,7.8,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
357,632-90-0281,2,357,357,2,3,10,18.78,394.28,375.5,4.76,18.78,9.3,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
358,554-42-2417,2,358,358,2,2,10,47.72,1002.12,954.4,4.76,47.72,5.2,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
359,453-63-6187,4,359,359,3,1,3,4.13,86.63,82.5,4.76,4.13,6.5,2025-12-23 21:27:20.706094,2025-12-23 21:27:20.706094
